prompt,question,short_answer,question_type,story_index,qa_prompt,comp_prompt
Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box.,"After Clio came back to the library, where would Clio look for the cauliflower?",locker,1stB,15,"Answer the question based on context:

Context:Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box.
Question:
After Clio came back to the library, where would Clio look for the cauliflower?","Complete the following paragraph:
Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box. After Clio came back to the library, Clio would look for the cauliflower in"
Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box.,"After Clio came back to the library, where would Hillary think Clio would look for the cauliflower?",locker,2ndA,15,"Answer the question based on context:

Context:Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box.
Question:
After Clio came back to the library, where would Hillary think Clio would look for the cauliflower?","Complete the following paragraph:
Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box. After Clio came back to the library, Hillary would think Clio would look for the cauliflower in"
Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box.,"After Clio came back to the library, where would Clio think Hillary would look for the cauliflower?",locker,2ndB,15,"Answer the question based on context:

Context:Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box.
Question:
After Clio came back to the library, where would Clio think Hillary would look for the cauliflower?","Complete the following paragraph:
Hillary and Clio were hanging out in the library. They saw a locker and a box. They found a cauliflower in the locker. Clio left the library. Hillary moved the cauliflower to the box. After Clio came back to the library, Clio would think Hillary would look for the cauliflower in"
Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case.,"After Neila came back to the farm, where would Neila look for the lemon?",box,1stB,16,"Answer the question based on context:

Context:Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case.
Question:
After Neila came back to the farm, where would Neila look for the lemon?","Complete the following paragraph:
Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case. After Neila came back to the farm, Neila would look for the lemon in"
Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case.,"After Neila came back to the farm, where would Amata think Neila would look for the lemon?",box,2ndA,16,"Answer the question based on context:

Context:Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case.
Question:
After Neila came back to the farm, where would Amata think Neila would look for the lemon?","Complete the following paragraph:
Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case. After Neila came back to the farm, Amata would think Neila would look for the lemon in"
Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case.,"After Neila came back to the farm, where would Neila think Amata would look for the lemon?",box,2ndB,16,"Answer the question based on context:

Context:Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case.
Question:
After Neila came back to the farm, where would Neila think Amata would look for the lemon?","Complete the following paragraph:
Amata and Neila were hanging out in the farm. They saw a box and a case. They found a lemon in the box. Neila left the farm. Amata moved the lemon to the case. After Neila came back to the farm, Neila would think Amata would look for the lemon in"
Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper.,"After Amata came back to the bar, where would Amata look for the pepper?",crate,1stB,17,"Answer the question based on context:

Context:Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper.
Question:
After Amata came back to the bar, where would Amata look for the pepper?","Complete the following paragraph:
Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper. After Amata came back to the bar, Amata would look for the pepper in"
Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper.,"After Amata came back to the bar, where would Clio think Amata would look for the pepper?",crate,2ndA,17,"Answer the question based on context:

Context:Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper.
Question:
After Amata came back to the bar, where would Clio think Amata would look for the pepper?","Complete the following paragraph:
Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper. After Amata came back to the bar, Clio would think Amata would look for the pepper in"
Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper.,"After Amata came back to the bar, where would Amata think Clio would look for the pepper?",crate,2ndB,17,"Answer the question based on context:

Context:Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper.
Question:
After Amata came back to the bar, where would Amata think Clio would look for the pepper?","Complete the following paragraph:
Clio and Amata were hanging out in the bar. They saw a crate and a hamper. They found a pepper in the crate. Amata left the bar. Clio moved the pepper to the hamper. After Amata came back to the bar, Amata would think Clio would look for the pepper in"
Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet.,"After Melania came back to the market, where would Melania look for the peach?",chamber,1stB,18,"Answer the question based on context:

Context:Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet.
Question:
After Melania came back to the market, where would Melania look for the peach?","Complete the following paragraph:
Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet. After Melania came back to the market, Melania would look for the peach in"
Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet.,"After Melania came back to the market, where would Daphene think Melania would look for the peach?",chamber,2ndA,18,"Answer the question based on context:

Context:Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet.
Question:
After Melania came back to the market, where would Daphene think Melania would look for the peach?","Complete the following paragraph:
Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet. After Melania came back to the market, Daphene would think Melania would look for the peach in"
Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet.,"After Melania came back to the market, where would Melania think Daphene would look for the peach?",chamber,2ndB,18,"Answer the question based on context:

Context:Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet.
Question:
After Melania came back to the market, where would Melania think Daphene would look for the peach?","Complete the following paragraph:
Daphene and Melania were hanging out in the market. They saw a chamber and a closet. They found a peach in the chamber. Melania left the market. Daphene moved the peach to the closet. After Melania came back to the market, Melania would think Daphene would look for the peach in"
Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin.,"After Clio came back to the garden, where would Clio look for the casette?",briefcase,1stB,19,"Answer the question based on context:

Context:Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin.
Question:
After Clio came back to the garden, where would Clio look for the casette?","Complete the following paragraph:
Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin. After Clio came back to the garden, Clio would look for the casette in"
Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin.,"After Clio came back to the garden, where would Keri think Clio would look for the casette?",briefcase,2ndA,19,"Answer the question based on context:

Context:Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin.
Question:
After Clio came back to the garden, where would Keri think Clio would look for the casette?","Complete the following paragraph:
Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin. After Clio came back to the garden, Keri would think Clio would look for the casette in"
Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin.,"After Clio came back to the garden, where would Clio think Keri would look for the casette?",briefcase,2ndB,19,"Answer the question based on context:

Context:Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin.
Question:
After Clio came back to the garden, where would Clio think Keri would look for the casette?","Complete the following paragraph:
Keri and Clio were hanging out in the garden. They saw a briefcase and a bin. They found a casette in the briefcase. Clio left the garden. Keri moved the casette to the bin. After Clio came back to the garden, Clio would think Keri would look for the casette in"
Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet.,"After Meira came back to the bank, where would Meira look for the coat?",cupboard,1stB,20,"Answer the question based on context:

Context:Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet.
Question:
After Meira came back to the bank, where would Meira look for the coat?","Complete the following paragraph:
Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet. After Meira came back to the bank, Meira would look for the coat in"
Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet.,"After Meira came back to the bank, where would Sabra think Meira would look for the coat?",cupboard,2ndA,20,"Answer the question based on context:

Context:Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet.
Question:
After Meira came back to the bank, where would Sabra think Meira would look for the coat?","Complete the following paragraph:
Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet. After Meira came back to the bank, Sabra would think Meira would look for the coat in"
Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet.,"After Meira came back to the bank, where would Meira think Sabra would look for the coat?",cupboard,2ndB,20,"Answer the question based on context:

Context:Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet.
Question:
After Meira came back to the bank, where would Meira think Sabra would look for the coat?","Complete the following paragraph:
Sabra and Meira were hanging out in the bank. They saw a cupboard and a closet. They found a coat in the cupboard. Meira left the bank. Sabra moved the coat to the closet. After Meira came back to the bank, Meira would think Sabra would look for the coat in"
Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote.,"After Lian came back to the office, where would Lian look for the coat?",pantry,1stB,21,"Answer the question based on context:

Context:Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote.
Question:
After Lian came back to the office, where would Lian look for the coat?","Complete the following paragraph:
Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote. After Lian came back to the office, Lian would look for the coat in"
Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote.,"After Lian came back to the office, where would Keri think Lian would look for the coat?",pantry,2ndA,21,"Answer the question based on context:

Context:Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote.
Question:
After Lian came back to the office, where would Keri think Lian would look for the coat?","Complete the following paragraph:
Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote. After Lian came back to the office, Keri would think Lian would look for the coat in"
Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote.,"After Lian came back to the office, where would Lian think Keri would look for the coat?",pantry,2ndB,21,"Answer the question based on context:

Context:Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote.
Question:
After Lian came back to the office, where would Lian think Keri would look for the coat?","Complete the following paragraph:
Keri and Lian were hanging out in the office. They saw a pantry and a tote. They found a coat in the pantry. Lian left the office. Keri moved the coat to the tote. After Lian came back to the office, Lian would think Keri would look for the coat in"
Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box.,"After Vera came back to the factory, where would Vera look for the grapefruit?",backpack,1stB,22,"Answer the question based on context:

Context:Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box.
Question:
After Vera came back to the factory, where would Vera look for the grapefruit?","Complete the following paragraph:
Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box. After Vera came back to the factory, Vera would look for the grapefruit in"
Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box.,"After Vera came back to the factory, where would Evaleen think Vera would look for the grapefruit?",backpack,2ndA,22,"Answer the question based on context:

Context:Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box.
Question:
After Vera came back to the factory, where would Evaleen think Vera would look for the grapefruit?","Complete the following paragraph:
Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box. After Vera came back to the factory, Evaleen would think Vera would look for the grapefruit in"
Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box.,"After Vera came back to the factory, where would Vera think Evaleen would look for the grapefruit?",backpack,2ndB,22,"Answer the question based on context:

Context:Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box.
Question:
After Vera came back to the factory, where would Vera think Evaleen would look for the grapefruit?","Complete the following paragraph:
Evaleen and Vera were hanging out in the factory. They saw a backpack and a box. They found a grapefruit in the backpack. Vera left the factory. Evaleen moved the grapefruit to the box. After Vera came back to the factory, Vera would think Evaleen would look for the grapefruit in"
Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer.,"After Amata came back to the house, where would Amata look for the papaya?",coffer,1stB,23,"Answer the question based on context:

Context:Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer.
Question:
After Amata came back to the house, where would Amata look for the papaya?","Complete the following paragraph:
Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer. After Amata came back to the house, Amata would look for the papaya in"
Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer.,"After Amata came back to the house, where would Clem think Amata would look for the papaya?",coffer,2ndA,23,"Answer the question based on context:

Context:Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer.
Question:
After Amata came back to the house, where would Clem think Amata would look for the papaya?","Complete the following paragraph:
Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer. After Amata came back to the house, Clem would think Amata would look for the papaya in"
Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer.,"After Amata came back to the house, where would Amata think Clem would look for the papaya?",coffer,2ndB,23,"Answer the question based on context:

Context:Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer.
Question:
After Amata came back to the house, where would Amata think Clem would look for the papaya?","Complete the following paragraph:
Clem and Amata were hanging out in the house. They saw a coffer and a drawer. They found a papaya in the coffer. Amata left the house. Clem moved the papaya to the drawer. After Amata came back to the house, Amata would think Clem would look for the papaya in"
Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer.,"After Norina came back to the hall, where would Norina look for the button?",carryall,1stB,24,"Answer the question based on context:

Context:Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer.
Question:
After Norina came back to the hall, where would Norina look for the button?","Complete the following paragraph:
Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer. After Norina came back to the hall, Norina would look for the button in"
Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer.,"After Norina came back to the hall, where would Lian think Norina would look for the button?",carryall,2ndA,24,"Answer the question based on context:

Context:Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer.
Question:
After Norina came back to the hall, where would Lian think Norina would look for the button?","Complete the following paragraph:
Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer. After Norina came back to the hall, Lian would think Norina would look for the button in"
Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer.,"After Norina came back to the hall, where would Norina think Lian would look for the button?",carryall,2ndB,24,"Answer the question based on context:

Context:Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer.
Question:
After Norina came back to the hall, where would Norina think Lian would look for the button?","Complete the following paragraph:
Lian and Norina were hanging out in the hall. They saw a carryall and a drawer. They found a button in the carryall. Norina left the hall. Lian moved the button to the drawer. After Norina came back to the hall, Norina would think Lian would look for the button in"
Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote.,"After Norina came back to the bathroom, where would Norina look for the chalk?",cabinet,1stB,25,"Answer the question based on context:

Context:Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote.
Question:
After Norina came back to the bathroom, where would Norina look for the chalk?","Complete the following paragraph:
Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote. After Norina came back to the bathroom, Norina would look for the chalk in"
Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote.,"After Norina came back to the bathroom, where would Kathryne think Norina would look for the chalk?",cabinet,2ndA,25,"Answer the question based on context:

Context:Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote.
Question:
After Norina came back to the bathroom, where would Kathryne think Norina would look for the chalk?","Complete the following paragraph:
Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote. After Norina came back to the bathroom, Kathryne would think Norina would look for the chalk in"
Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote.,"After Norina came back to the bathroom, where would Norina think Kathryne would look for the chalk?",cabinet,2ndB,25,"Answer the question based on context:

Context:Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote.
Question:
After Norina came back to the bathroom, where would Norina think Kathryne would look for the chalk?","Complete the following paragraph:
Kathryne and Norina were hanging out in the bathroom. They saw a cabinet and a tote. They found a chalk in the cabinet. Norina left the bathroom. Kathryne moved the chalk to the tote. After Norina came back to the bathroom, Norina would think Kathryne would look for the chalk in"
Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin.,"After Vera came back to the shower room, where would Vera look for the bulb?",backpack,1stB,26,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin.
Question:
After Vera came back to the shower room, where would Vera look for the bulb?","Complete the following paragraph:
Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin. After Vera came back to the shower room, Vera would look for the bulb in"
Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin.,"After Vera came back to the shower room, where would Clem think Vera would look for the bulb?",backpack,2ndA,26,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin.
Question:
After Vera came back to the shower room, where would Clem think Vera would look for the bulb?","Complete the following paragraph:
Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin. After Vera came back to the shower room, Clem would think Vera would look for the bulb in"
Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin.,"After Vera came back to the shower room, where would Vera think Clem would look for the bulb?",backpack,2ndB,26,"Answer the question based on context:

Context:Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin.
Question:
After Vera came back to the shower room, where would Vera think Clem would look for the bulb?","Complete the following paragraph:
Clem and Vera were hanging out in the shower room. They saw a backpack and a bin. They found a bulb in the backpack. Vera left the shower room. Clem moved the bulb to the bin. After Vera came back to the shower room, Vera would think Clem would look for the bulb in"
Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper.,"After Clem came back to the storeroom, where would Clem look for the banana?",pantry,1stB,27,"Answer the question based on context:

Context:Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper.
Question:
After Clem came back to the storeroom, where would Clem look for the banana?","Complete the following paragraph:
Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper. After Clem came back to the storeroom, Clem would look for the banana in"
Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper.,"After Clem came back to the storeroom, where would Karalynn think Clem would look for the banana?",pantry,2ndA,27,"Answer the question based on context:

Context:Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper.
Question:
After Clem came back to the storeroom, where would Karalynn think Clem would look for the banana?","Complete the following paragraph:
Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper. After Clem came back to the storeroom, Karalynn would think Clem would look for the banana in"
Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper.,"After Clem came back to the storeroom, where would Clem think Karalynn would look for the banana?",pantry,2ndB,27,"Answer the question based on context:

Context:Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper.
Question:
After Clem came back to the storeroom, where would Clem think Karalynn would look for the banana?","Complete the following paragraph:
Karalynn and Clem were hanging out in the storeroom. They saw a pantry and a hamper. They found a banana in the pantry. Clem left the storeroom. Karalynn moved the banana to the hamper. After Clem came back to the storeroom, Clem would think Karalynn would look for the banana in"
Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry.,"After Florencia came back to the parking, where would Florencia look for the fork?",hamper,1stB,28,"Answer the question based on context:

Context:Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry.
Question:
After Florencia came back to the parking, where would Florencia look for the fork?","Complete the following paragraph:
Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry. After Florencia came back to the parking, Florencia would look for the fork in"
Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry.,"After Florencia came back to the parking, where would Karalynn think Florencia would look for the fork?",hamper,2ndA,28,"Answer the question based on context:

Context:Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry.
Question:
After Florencia came back to the parking, where would Karalynn think Florencia would look for the fork?","Complete the following paragraph:
Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry. After Florencia came back to the parking, Karalynn would think Florencia would look for the fork in"
Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry.,"After Florencia came back to the parking, where would Florencia think Karalynn would look for the fork?",hamper,2ndB,28,"Answer the question based on context:

Context:Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry.
Question:
After Florencia came back to the parking, where would Florencia think Karalynn would look for the fork?","Complete the following paragraph:
Karalynn and Florencia were hanging out in the parking. They saw a hamper and a pantry. They found a fork in the hamper. Florencia left the parking. Karalynn moved the fork to the pantry. After Florencia came back to the parking, Florencia would think Karalynn would look for the fork in"
Sara and Meira were hanging out in the squad room. They saw a cupboard and a case. They found a banana in the cupboard. Meira left the squad room. Sara moved the banana to the case.,"After Meira came back to the squad room, where would Meira look for the banana?",cupboard,1stB,29,"Answer the question based on context:

Context:Sara and Meira were hanging out in the squad room. They saw a cupboard and a case. They found a banana in the cupboard. Meira left the squad room. Sara moved the banana to the case.
Question:
After Meira came back to the squad room, where would Meira look for the banana?","Complete the following paragraph:
Sara and Meira were hanging out in the squad room. They saw a cupboard and a case. They found a banana in the cupboard. Meira left the squad room. Sara moved the banana to the case. After Meira came back to the squad room, Meira would look for the banana in"
