prompt,question,short_answer,question_type,story_index,qa_prompt,comp_prompt
Clio found a suitcase in the nursery. The label on the suitcase says cup. Clio couldn’t see what was inside the suitcase. Clio opened the suitcase and found a cucumber. There is no cup in the suitcase. Clio closed the suitcase and put it back. Felicity entered the nursery and saw the suitcase.,"After Felicity opened the suitcase, what would Clio think Felicity would expect to find in the suitcase?",cup,2ndA,11,"Answer the question based on context:

Context:Clio found a suitcase in the nursery. The label on the suitcase says cup. Clio couldn’t see what was inside the suitcase. Clio opened the suitcase and found a cucumber. There is no cup in the suitcase. Clio closed the suitcase and put it back. Felicity entered the nursery and saw the suitcase.
Question:
After Felicity opened the suitcase, what would Clio think Felicity would expect to find in the suitcase?","Complete the following paragraph:
Clio found a suitcase in the nursery. The label on the suitcase says cup. Clio couldn’t see what was inside the suitcase. Clio opened the suitcase and found a cucumber. There is no cup in the suitcase. Clio closed the suitcase and put it back. Felicity entered the nursery and saw the suitcase. After Felicity opened the suitcase, Clio would think Felicity would expect to find"
Clio found a suitcase in the nursery. The label on the suitcase says cup. Clio couldn’t see what was inside the suitcase. Clio opened the suitcase and found a cucumber. There is no cup in the suitcase. Clio closed the suitcase and put it back. Felicity entered the nursery and saw the suitcase.,"After Felicity opened the suitcase, what would Felicity think Clio would expect to find in the suitcase?",cup,2ndB,11,"Answer the question based on context:

Context:Clio found a suitcase in the nursery. The label on the suitcase says cup. Clio couldn’t see what was inside the suitcase. Clio opened the suitcase and found a cucumber. There is no cup in the suitcase. Clio closed the suitcase and put it back. Felicity entered the nursery and saw the suitcase.
Question:
After Felicity opened the suitcase, what would Felicity think Clio would expect to find in the suitcase?","Complete the following paragraph:
Clio found a suitcase in the nursery. The label on the suitcase says cup. Clio couldn’t see what was inside the suitcase. Clio opened the suitcase and found a cucumber. There is no cup in the suitcase. Clio closed the suitcase and put it back. Felicity entered the nursery and saw the suitcase. After Felicity opened the suitcase, Felicity would think Clio would expect to find"
Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate.,"After Hillary opened the crate, what would Hillary expect to find in the crate?",carrot,1stB,12,"Answer the question based on context:

Context:Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate.
Question:
After Hillary opened the crate, what would Hillary expect to find in the crate?","Complete the following paragraph:
Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate. After Hillary opened the crate, Hillary would expect to find"
Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate.,"After Hillary opened the crate, what would Felicity think Hillary would expect to find in the crate?",carrot,2ndA,12,"Answer the question based on context:

Context:Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate.
Question:
After Hillary opened the crate, what would Felicity think Hillary would expect to find in the crate?","Complete the following paragraph:
Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate. After Hillary opened the crate, Felicity would think Hillary would expect to find"
Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate.,"After Hillary opened the crate, what would Hillary think Felicity would expect to find in the crate?",carrot,2ndB,12,"Answer the question based on context:

Context:Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate.
Question:
After Hillary opened the crate, what would Hillary think Felicity would expect to find in the crate?","Complete the following paragraph:
Felicity found a crate in the conservatory. The label on the crate says carrot. Felicity couldn’t see what was inside the crate. Felicity opened the crate and found a cup. There is no carrot in the crate. Felicity closed the crate and put it back. Hillary entered the conservatory and saw the crate. After Hillary opened the crate, Hillary would think Felicity would expect to find"
Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote.,"After Hillary opened the tote, what would Hillary expect to find in the tote?",lemon,1stB,13,"Answer the question based on context:

Context:Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote.
Question:
After Hillary opened the tote, what would Hillary expect to find in the tote?","Complete the following paragraph:
Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote. After Hillary opened the tote, Hillary would expect to find"
Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote.,"After Hillary opened the tote, what would Sabra think Hillary would expect to find in the tote?",lemon,2ndA,13,"Answer the question based on context:

Context:Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote.
Question:
After Hillary opened the tote, what would Sabra think Hillary would expect to find in the tote?","Complete the following paragraph:
Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote. After Hillary opened the tote, Sabra would think Hillary would expect to find"
Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote.,"After Hillary opened the tote, what would Hillary think Sabra would expect to find in the tote?",lemon,2ndB,13,"Answer the question based on context:

Context:Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote.
Question:
After Hillary opened the tote, what would Hillary think Sabra would expect to find in the tote?","Complete the following paragraph:
Sabra found a tote in the lounge. The label on the tote says lemon. Sabra couldn’t see what was inside the tote. Sabra opened the tote and found a tie. There is no lemon in the tote. Sabra closed the tote and put it back. Hillary entered the lounge and saw the tote. After Hillary opened the tote, Hillary would think Sabra would expect to find"
Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack.,"After Juanita opened the knapsack, what would Juanita expect to find in the knapsack?",pear,1stB,14,"Answer the question based on context:

Context:Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack.
Question:
After Juanita opened the knapsack, what would Juanita expect to find in the knapsack?","Complete the following paragraph:
Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack. After Juanita opened the knapsack, Juanita would expect to find"
Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack.,"After Juanita opened the knapsack, what would Meira think Juanita would expect to find in the knapsack?",pear,2ndA,14,"Answer the question based on context:

Context:Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack.
Question:
After Juanita opened the knapsack, what would Meira think Juanita would expect to find in the knapsack?","Complete the following paragraph:
Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack. After Juanita opened the knapsack, Meira would think Juanita would expect to find"
Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack.,"After Juanita opened the knapsack, what would Juanita think Meira would expect to find in the knapsack?",pear,2ndB,14,"Answer the question based on context:

Context:Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack.
Question:
After Juanita opened the knapsack, what would Juanita think Meira would expect to find in the knapsack?","Complete the following paragraph:
Meira found a knapsack in the dining room. The label on the knapsack says pear. Meira couldn’t see what was inside the knapsack. Meira opened the knapsack and found a shirt. There is no pear in the knapsack. Meira closed the knapsack and put it back. Juanita entered the dining room and saw the knapsack. After Juanita opened the knapsack, Juanita would think Meira would expect to find"
Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper.,"After Clio opened the hamper, what would Clio expect to find in the hamper?",cauliflower,1stB,15,"Answer the question based on context:

Context:Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper.
Question:
After Clio opened the hamper, what would Clio expect to find in the hamper?","Complete the following paragraph:
Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper. After Clio opened the hamper, Clio would expect to find"
Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper.,"After Clio opened the hamper, what would Hillary think Clio would expect to find in the hamper?",cauliflower,2ndA,15,"Answer the question based on context:

Context:Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper.
Question:
After Clio opened the hamper, what would Hillary think Clio would expect to find in the hamper?","Complete the following paragraph:
Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper. After Clio opened the hamper, Hillary would think Clio would expect to find"
Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper.,"After Clio opened the hamper, what would Clio think Hillary would expect to find in the hamper?",cauliflower,2ndB,15,"Answer the question based on context:

Context:Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper.
Question:
After Clio opened the hamper, what would Clio think Hillary would expect to find in the hamper?","Complete the following paragraph:
Hillary found a hamper in the library. The label on the hamper says cauliflower. Hillary couldn’t see what was inside the hamper. Hillary opened the hamper and found a scarf. There is no cauliflower in the hamper. Hillary closed the hamper and put it back. Clio entered the library and saw the hamper. After Clio opened the hamper, Clio would think Hillary would expect to find"
Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall.,"After Neila opened the carryall, what would Neila expect to find in the carryall?",lemon,1stB,16,"Answer the question based on context:

Context:Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall.
Question:
After Neila opened the carryall, what would Neila expect to find in the carryall?","Complete the following paragraph:
Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall. After Neila opened the carryall, Neila would expect to find"
Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall.,"After Neila opened the carryall, what would Amata think Neila would expect to find in the carryall?",lemon,2ndA,16,"Answer the question based on context:

Context:Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall.
Question:
After Neila opened the carryall, what would Amata think Neila would expect to find in the carryall?","Complete the following paragraph:
Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall. After Neila opened the carryall, Amata would think Neila would expect to find"
Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall.,"After Neila opened the carryall, what would Neila think Amata would expect to find in the carryall?",lemon,2ndB,16,"Answer the question based on context:

Context:Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall.
Question:
After Neila opened the carryall, what would Neila think Amata would expect to find in the carryall?","Complete the following paragraph:
Amata found a carryall in the farm. The label on the carryall says lemon. Amata couldn’t see what was inside the carryall. Amata opened the carryall and found a cable. There is no lemon in the carryall. Amata closed the carryall and put it back. Neila entered the farm and saw the carryall. After Neila opened the carryall, Neila would think Amata would expect to find"
Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer.,"After Amata opened the drawer, what would Amata expect to find in the drawer?",pepper,1stB,17,"Answer the question based on context:

Context:Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer.
Question:
After Amata opened the drawer, what would Amata expect to find in the drawer?","Complete the following paragraph:
Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer. After Amata opened the drawer, Amata would expect to find"
Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer.,"After Amata opened the drawer, what would Clio think Amata would expect to find in the drawer?",pepper,2ndA,17,"Answer the question based on context:

Context:Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer.
Question:
After Amata opened the drawer, what would Clio think Amata would expect to find in the drawer?","Complete the following paragraph:
Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer. After Amata opened the drawer, Clio would think Amata would expect to find"
Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer.,"After Amata opened the drawer, what would Amata think Clio would expect to find in the drawer?",pepper,2ndB,17,"Answer the question based on context:

Context:Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer.
Question:
After Amata opened the drawer, what would Amata think Clio would expect to find in the drawer?","Complete the following paragraph:
Clio found a drawer in the bar. The label on the drawer says pepper. Clio couldn’t see what was inside the drawer. Clio opened the drawer and found a durian. There is no pepper in the drawer. Clio closed the drawer and put it back. Amata entered the bar and saw the drawer. After Amata opened the drawer, Amata would think Clio would expect to find"
Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case.,"After Melania opened the case, what would Melania expect to find in the case?",peach,1stB,18,"Answer the question based on context:

Context:Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case.
Question:
After Melania opened the case, what would Melania expect to find in the case?","Complete the following paragraph:
Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case. After Melania opened the case, Melania would expect to find"
Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case.,"After Melania opened the case, what would Daphene think Melania would expect to find in the case?",peach,2ndA,18,"Answer the question based on context:

Context:Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case.
Question:
After Melania opened the case, what would Daphene think Melania would expect to find in the case?","Complete the following paragraph:
Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case. After Melania opened the case, Daphene would think Melania would expect to find"
Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case.,"After Melania opened the case, what would Melania think Daphene would expect to find in the case?",peach,2ndB,18,"Answer the question based on context:

Context:Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case.
Question:
After Melania opened the case, what would Melania think Daphene would expect to find in the case?","Complete the following paragraph:
Daphene found a case in the market. The label on the case says peach. Daphene couldn’t see what was inside the case. Daphene opened the case and found a cardigan. There is no peach in the case. Daphene closed the case and put it back. Melania entered the market and saw the case. After Melania opened the case, Melania would think Daphene would expect to find"
Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard.,"After Clio opened the cupboard, what would Clio expect to find in the cupboard?",casette,1stB,19,"Answer the question based on context:

Context:Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard.
Question:
After Clio opened the cupboard, what would Clio expect to find in the cupboard?","Complete the following paragraph:
Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard. After Clio opened the cupboard, Clio would expect to find"
Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard.,"After Clio opened the cupboard, what would Keri think Clio would expect to find in the cupboard?",casette,2ndA,19,"Answer the question based on context:

Context:Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard.
Question:
After Clio opened the cupboard, what would Keri think Clio would expect to find in the cupboard?","Complete the following paragraph:
Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard. After Clio opened the cupboard, Keri would think Clio would expect to find"
Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard.,"After Clio opened the cupboard, what would Clio think Keri would expect to find in the cupboard?",casette,2ndB,19,"Answer the question based on context:

Context:Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard.
Question:
After Clio opened the cupboard, what would Clio think Keri would expect to find in the cupboard?","Complete the following paragraph:
Keri found a cupboard in the garden. The label on the cupboard says casette. Keri couldn’t see what was inside the cupboard. Keri opened the cupboard and found a cap. There is no casette in the cupboard. Keri closed the cupboard and put it back. Clio entered the garden and saw the cupboard. After Clio opened the cupboard, Clio would think Keri would expect to find"
Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry.,"After Meira opened the pantry, what would Meira expect to find in the pantry?",coat,1stB,20,"Answer the question based on context:

Context:Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry.
Question:
After Meira opened the pantry, what would Meira expect to find in the pantry?","Complete the following paragraph:
Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry. After Meira opened the pantry, Meira would expect to find"
Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry.,"After Meira opened the pantry, what would Sabra think Meira would expect to find in the pantry?",coat,2ndA,20,"Answer the question based on context:

Context:Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry.
Question:
After Meira opened the pantry, what would Sabra think Meira would expect to find in the pantry?","Complete the following paragraph:
Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry. After Meira opened the pantry, Sabra would think Meira would expect to find"
Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry.,"After Meira opened the pantry, what would Meira think Sabra would expect to find in the pantry?",coat,2ndB,20,"Answer the question based on context:

Context:Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry.
Question:
After Meira opened the pantry, what would Meira think Sabra would expect to find in the pantry?","Complete the following paragraph:
Sabra found a pantry in the bank. The label on the pantry says coat. Sabra couldn’t see what was inside the pantry. Sabra opened the pantry and found a mitten. There is no coat in the pantry. Sabra closed the pantry and put it back. Meira entered the bank and saw the pantry. After Meira opened the pantry, Meira would think Sabra would expect to find"
Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe.,"After Lian opened the safe, what would Lian expect to find in the safe?",coat,1stB,21,"Answer the question based on context:

Context:Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe.
Question:
After Lian opened the safe, what would Lian expect to find in the safe?","Complete the following paragraph:
Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe. After Lian opened the safe, Lian would expect to find"
Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe.,"After Lian opened the safe, what would Keri think Lian would expect to find in the safe?",coat,2ndA,21,"Answer the question based on context:

Context:Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe.
Question:
After Lian opened the safe, what would Keri think Lian would expect to find in the safe?","Complete the following paragraph:
Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe. After Lian opened the safe, Keri would think Lian would expect to find"
Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe.,"After Lian opened the safe, what would Lian think Keri would expect to find in the safe?",coat,2ndB,21,"Answer the question based on context:

Context:Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe.
Question:
After Lian opened the safe, what would Lian think Keri would expect to find in the safe?","Complete the following paragraph:
Keri found a safe in the office. The label on the safe says coat. Keri couldn’t see what was inside the safe. Keri opened the safe and found a magnet. There is no coat in the safe. Keri closed the safe and put it back. Lian entered the office and saw the safe. After Lian opened the safe, Lian would think Keri would expect to find"
